ChildIndividualID,FatherIndividualID,LeadingFather,FatherReported,FatherEdgeEvidenceClass,TierAParent,TierBOrBetterParent,ParentBootstrapFraction,ParentVariantFraction,ParentLeaveOneChromosomeFraction,ParentAlternatives95,EvidenceTier,ParentCountMAPState,OneParentStateBootstrapFraction,OneParentStateLeaveOneChromosomeFraction,OneParentStatePriorFraction,ForcedCompletionApplied,Interpretation
fAulAsc175,0,fAulAsc122,False,,False,False,0.1845,0.1428571428571428,0.7272727272727273,fAulAsc122:0.184;fAulAsc2:0.183;fAulAsc33:0.141;fAulAsc3:0.090;fAulAsc142:0.080;fAulAsc31:0.080;fAulAsc96:0.078;fAulAsc125:0.055;fAulAsc95:0.038;fAulAsc15:0.031,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc186,0,fAulAsc6,False,,False,False,0.44625,0.1428571428571428,0.8181818181818182,fAulAsc6:0.446;fAulAsc52:0.371;fAulAsc125:0.121;fAulAsc17:0.020,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc197,fAulAsc52,fAulAsc52,True,Tier_B_additional_identity,False,True,0.584,1.0,1.0,fAulAsc52:0.584;fAulAsc9:0.124;fAulAsc10:0.111;fAulAsc71:0.053;fAulAsc47:0.046;fAulAsc141:0.027;fAulAsc82:0.025,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc208,0,fAulAsc78,False,,False,False,0.3975,1.0,0.7727272727272727,fAulAsc128:0.406;fAulAsc78:0.398;fAulAsc94:0.106;fAulAsc2:0.058,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc219,0,fAulAsc52,False,,False,False,0.47225,1.0,1.0,fAulAsc52:0.472;fAulAsc27:0.197;fAulAsc11:0.140;fAulAsc53:0.091;fAulAsc44:0.025;fAulAsc126:0.022;fAulAsc33:0.017,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc229,fAulAsc78,fAulAsc78,True,Tier_B_additional_identity,False,True,0.852,1.0,1.0,fAulAsc78:0.852;fAulAsc77:0.046;fAulAsc94:0.037;fAulAsc126:0.034,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc239,0,fAulAsc38,False,,False,False,0.26,0.2857142857142857,0.8181818181818182,fAulAsc38:0.260;fAulAsc14:0.248;fAulAsc60:0.152;fAulAsc56:0.109;fAulAsc49:0.075;fAulAsc127:0.028;fAulAsc13:0.024;fAulAsc62:0.021;fAulAsc124:0.018;fAulAsc9:0.017,C_complete_working_hypothesis,one_observed_parent,0.9975,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc165,fAulAsc78,fAulAsc78,True,Tier_B_additional_identity,False,True,0.814,1.0,1.0,fAulAsc78:0.814;fAulAsc71:0.062;fAulAsc1:0.048;fAulAsc85:0.020;fAulAsc141:0.016,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc176,fAulAsc106,fAulAsc106,True,Tier_B_additional_identity,False,True,0.501,1.0,1.0,fAulAsc106:0.501;fAulAsc128:0.257;fAulAsc38:0.130;fAulAsc107:0.030;fAulAsc89:0.015;fAulAsc30:0.015;fAulAsc11:0.013,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc187,0,fAulAsc71,False,,False,False,0.4335,0.1428571428571428,1.0,fAulAsc71:0.433;fAulAsc97:0.162;fAulAsc3:0.105;fAulAsc34:0.105;fAulAsc8:0.067;fAulAsc28:0.045;fAulAsc53:0.029;fAulAsc27:0.013,C_complete_working_hypothesis,one_observed_parent,0.99875,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc198,0,fAulAsc78,False,,False,False,0.3585,1.0,0.9545454545454546,fAulAsc78:0.358;fAulAsc123:0.286;fAulAsc71:0.136;fAulAsc107:0.049;fAulAsc38:0.042;fAulAsc82:0.038;fAulAsc141:0.038;fAulAsc128:0.025,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc209,0,fAulAsc38,False,,False,False,0.579,0.1428571428571428,0.9545454545454546,fAulAsc38:0.579;fAulAsc49:0.150;fAulAsc58:0.126;fAulAsc21:0.052;fAulAsc89:0.041;fAulAsc45:0.018,C_complete_working_hypothesis,one_observed_parent,0.99975,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc220,0,fAulAsc81,False,,False,False,0.20075,0.1428571428571428,0.8636363636363636,fAulAsc81:0.201;fAulAsc11:0.182;fAulAsc60:0.143;fAulAsc104:0.100;fAulAsc9:0.074;fAulAsc78:0.074;fAulAsc58:0.065;fAulAsc56:0.032;fAulAsc21:0.027;fAulAsc29:0.022;fAulAsc6:0.019;fAulAsc28:0.015,C_complete_working_hypothesis,one_observed_parent,0.99675,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc230,0,fAulAsc13,False,,False,False,0.3165,0.1428571428571428,0.9090909090909092,fAulAsc13:0.317;fAulAsc49:0.221;fAulAsc56:0.181;fAulAsc80:0.082;fAulAsc10:0.062;fAulAsc40:0.045;fAulAsc60:0.030;fAulAsc90:0.018,C_complete_working_hypothesis,one_observed_parent,0.99625,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc240,fAulAsc106,fAulAsc106,True,Tier_B_additional_identity,False,True,0.72475,1.0,1.0,fAulAsc106:0.725;fAulAsc11:0.089;fAulAsc59:0.050;fAulAsc19:0.043;fAulAsc86:0.028;fAulAsc62:0.017,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc166,0,fAulAsc97,False,,False,False,0.636,0.1428571428571428,1.0,fAulAsc97:0.636;fAulAsc134:0.126;fAulAsc77:0.101;fAulAsc98:0.035;fAulAsc199:0.021;fAulAsc76:0.020;fAulAsc129:0.020,C_complete_working_hypothesis,one_observed_parent,0.981,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc221,0,fAulAsc106,False,,False,False,0.49725,1.0,0.9545454545454546,fAulAsc106:0.497;fAulAsc30:0.212;fAulAsc128:0.178;fAulAsc141:0.044;fAulAsc3:0.035,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc231,fAulAsc78,fAulAsc78,True,Tier_B_additional_identity,False,True,0.54375,1.0,1.0,fAulAsc78:0.544;fAulAsc91:0.290;fAulAsc123:0.053;fAulAsc128:0.053;fAulAsc141:0.048,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc241,0,fAulAsc102,False,,False,False,0.4345,1.0,1.0,fAulAsc102:0.434;fAulAsc16:0.135;fAulAsc47:0.119;fAulAsc53:0.104;fAulAsc11:0.089;fAulAsc93:0.042;fAulAsc22:0.033,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc167,fAulAsc106,fAulAsc106,True,Tier_B_additional_identity,False,True,0.5195,1.0,1.0,fAulAsc106:0.519;fAulAsc94:0.095;fAulAsc22:0.084;fAulAsc38:0.080;fAulAsc17:0.068;fAulAsc11:0.063;fAulAsc10:0.027;fAulAsc86:0.013,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc178,fAulAsc58,fAulAsc58,True,Tier_B_additional_identity,False,True,0.697,1.0,1.0,fAulAsc58:0.697;fAulAsc102:0.121;fAulAsc142:0.059;fAulAsc32:0.025;fAulAsc97:0.024;fAulAsc19:0.015;fAulAsc26:0.015,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc189,0,fAulAsc52,False,,False,False,0.225,1.0,0.8636363636363636,fAulAsc52:0.225;fAulAsc6:0.182;fAulAsc43:0.177;fAulAsc31:0.149;fAulAsc53:0.108;fAulAsc19:0.069;fAulAsc131:0.028;fAulAsc35:0.021,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc200,0,fAulAsc52,False,,False,False,0.404,1.0,0.9545454545454546,fAulAsc52:0.404;fAulAsc27:0.276;fAulAsc53:0.072;fAulAsc87:0.066;fAulAsc108:0.050;fAulAsc51:0.049;fAulAsc126:0.047,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc211,0,fAulAsc17,False,,False,False,0.3005,0.1428571428571428,0.8636363636363636,fAulAsc17:0.300;fAulAsc11:0.263;fAulAsc52:0.193;fAulAsc37:0.109;fAulAsc15:0.026;fAulAsc43:0.025;fAulAsc16:0.024;fAulAsc32:0.021,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc222,0,fAulAsc21,False,,False,False,0.2115,0.1428571428571428,0.8181818181818182,fAulAsc21:0.211;fAulAsc71:0.205;fAulAsc10:0.184;fAulAsc82:0.101;fAulAsc100:0.076;fAulAsc58:0.069;fAulAsc45:0.035;fAulAsc1:0.034;fAulAsc135:0.028;fAulAsc79:0.026,C_complete_working_hypothesis,one_observed_parent,0.99975,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc232,0,fAulAsc10,False,,False,False,0.2705,0.1428571428571428,0.9090909090909092,fAulAsc10:0.271;fAulAsc85:0.225;fAulAsc14:0.176;fAulAsc16:0.074;fAulAsc9:0.073;fAulAsc87:0.060;fAulAsc45:0.041;fAulAsc62:0.035,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc242,fAulAsc52,fAulAsc52,True,Tier_B_additional_identity,False,True,0.58075,1.0,1.0,fAulAsc52:0.581;fAulAsc25:0.173;fAulAsc126:0.123;fAulAsc6:0.025;fAulAsc37:0.025;fAulAsc2:0.023;fAulAsc15:0.018,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc168,0,fAulAsc60,False,,False,False,0.40825,1.0,0.9090909090909092,fAulAsc60:0.408;fAulAsc97:0.351;fAulAsc76:0.070;fAulAsc71:0.069;fAulAsc34:0.043;fAulAsc81:0.030,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc179,0,fAulAsc64,False,,False,False,0.2865,0.1428571428571428,0.9090909090909092,fAulAsc64:0.286;fAulAsc21:0.157;fAulAsc98:0.111;fAulAsc82:0.100;fAulAsc49:0.090;fAulAsc58:0.078;fAulAsc14:0.073;fAulAsc93:0.039;fAulAsc29:0.030,C_complete_working_hypothesis,one_observed_parent,0.99975,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc190,0,fAulAsc128,False,,False,False,0.59175,0.1428571428571428,0.9545454545454546,fAulAsc128:0.592;fAulAsc123:0.181;fAulAsc78:0.136;fAulAsc26:0.030;fAulAsc22:0.021,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc201,0,fAulAsc71,False,,False,False,0.1405,0.1428571428571428,0.7727272727272727,fAulAsc64:0.206;fAulAsc82:0.175;fAulAsc71:0.141;fAulAsc38:0.140;fAulAsc98:0.102;fAulAsc49:0.072;fAulAsc1:0.066;fAulAsc58:0.028;fAulAsc45:0.022,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc212,fAulAsc52,fAulAsc52,True,Tier_B_additional_identity,False,True,0.78475,1.0,1.0,fAulAsc52:0.785;fAulAsc11:0.061;fAulAsc25:0.049;fAulAsc53:0.033;fAulAsc6:0.031,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc223,0,fAulAsc85,False,,False,False,0.55525,0.2857142857142857,0.9545454545454546,fAulAsc85:0.555;fAulAsc102:0.205;fAulAsc79:0.063;fAulAsc38:0.061;fAulAsc61:0.027;fAulAsc11:0.015;fAulAsc24:0.015;fAulAsc19:0.014,C_complete_working_hypothesis,one_observed_parent,0.999,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc233,0,fAulAsc6,False,,False,False,0.60725,0.1428571428571428,1.0,fAulAsc6:0.607;fAulAsc106:0.161;fAulAsc52:0.123;fAulAsc36:0.045;fAulAsc124:0.024,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc243,fAulAsc106,fAulAsc106,True,Tier_B_additional_identity,False,True,0.5235,1.0,1.0,fAulAsc106:0.523;fAulAsc97:0.096;fAulAsc61:0.095;fAulAsc91:0.081;fAulAsc107:0.058;fAulAsc34:0.051;fAulAsc123:0.048,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc169,fAulAsc52,fAulAsc52,True,Tier_B_additional_identity,False,True,0.62575,1.0,1.0,fAulAsc52:0.626;fAulAsc6:0.104;fAulAsc11:0.079;fAulAsc19:0.076;fAulAsc102:0.068,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc180,0,fAulAsc60,False,,False,False,0.27275,1.0,0.9545454545454546,fAulAsc60:0.273;fAulAsc34:0.205;fAulAsc94:0.118;fAulAsc93:0.105;fAulAsc59:0.103;fAulAsc12:0.065;fAulAsc53:0.063;fAulAsc3:0.032,C_complete_working_hypothesis,one_observed_parent,0.99375,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc191,fAulAsc60,fAulAsc60,True,Tier_B_additional_identity,False,True,0.64175,1.0,1.0,fAulAsc60:0.642;fAulAsc10:0.082;fAulAsc8:0.066;fAulAsc38:0.048;fAulAsc64:0.047;fAulAsc76:0.039;fAulAsc33:0.020;fAulAsc54:0.012,B_observed_F2_parent,one_observed_parent,0.99975,1.0,1.0,False,reported_observed_F2_father
fAulAsc202,fAulAsc78,fAulAsc78,True,Tier_B_additional_identity,False,True,0.8925,1.0,1.0,fAulAsc78:0.892;fAulAsc90:0.062,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc213,0,fAulAsc106,False,,False,False,0.34725,1.0,0.9545454545454546,fAulAsc106:0.347;fAulAsc86:0.275;fAulAsc94:0.139;fAulAsc21:0.061;fAulAsc3:0.038;fAulAsc54:0.035;fAulAsc6:0.035;fAulAsc30:0.023,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc224,fAulAsc78,fAulAsc78,True,Tier_B_additional_identity,False,True,0.64925,1.0,1.0,fAulAsc78:0.649;fAulAsc25:0.113;fAulAsc26:0.097;fAulAsc188:0.051;fAulAsc52:0.025;fAulAsc20:0.021,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc234,0,fAulAsc11,False,,False,False,0.31575,0.1428571428571428,0.9545454545454546,fAulAsc11:0.316;fAulAsc26:0.226;fAulAsc55:0.133;fAulAsc41:0.111;fAulAsc8:0.110;fAulAsc89:0.043;fAulAsc122:0.025,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc244,0,fAulAsc106,False,,False,False,0.21725,1.0,0.9545454545454546,fAulAsc106:0.217;fAulAsc9:0.197;fAulAsc19:0.123;fAulAsc128:0.074;fAulAsc24:0.067;fAulAsc38:0.051;fAulAsc148:0.050;fAulAsc6:0.047;fAulAsc62:0.044;fAulAsc44:0.029;fAulAsc49:0.028;fAulAsc86:0.015;fAulAsc122:0.015,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc160,fAulAsc78,fAulAsc78,True,Tier_B_additional_identity,False,True,0.636,1.0,1.0,fAulAsc78:0.636;fAulAsc29:0.134;fAulAsc123:0.133;fAulAsc149:0.048,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc171,fAulAsc106,fAulAsc106,True,Tier_B_additional_identity,False,True,0.75725,1.0,1.0,fAulAsc106:0.757;fAulAsc9:0.183;fAulAsc10:0.015,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc182,fAulAsc78,fAulAsc78,True,Tier_B_additional_identity,False,True,0.935,1.0,1.0,fAulAsc78:0.935;fAulAsc77:0.037,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc193,fAulAsc102,fAulAsc102,True,Tier_B_additional_identity,False,True,0.514,1.0,0.9545454545454546,fAulAsc102:0.514;fAulAsc26:0.170;fAulAsc137:0.119;fAulAsc6:0.056;fAulAsc58:0.039;fAulAsc25:0.025;fAulAsc32:0.017;fAulAsc2:0.012,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc204,fAulAsc102,fAulAsc102,True,Tier_B_additional_identity,False,True,0.9065,1.0,1.0,fAulAsc102:0.906;fAulAsc6:0.035;fAulAsc26:0.032,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc215,fAulAsc106,fAulAsc106,True,Tier_B_additional_identity,False,True,0.684,1.0,1.0,fAulAsc106:0.684;fAulAsc22:0.097;fAulAsc6:0.069;fAulAsc19:0.062;fAulAsc8:0.036;fAulAsc16:0.035,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc226,0,fAulAsc78,False,,False,False,0.4125,1.0,1.0,fAulAsc78:0.412;fAulAsc46:0.194;fAulAsc28:0.175;fAulAsc31:0.055;fAulAsc128:0.036;fAulAsc61:0.026;fAulAsc104:0.019;fAulAsc22:0.018;fAulAsc77:0.017,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc236,0,fAulAsc52,False,,False,False,0.39175,1.0,1.0,fAulAsc52:0.392;fAulAsc79:0.166;fAulAsc210:0.111;fAulAsc141:0.102;fAulAsc19:0.097;fAulAsc86:0.090,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc161,0,fAulAsc52,False,,False,False,0.35925,1.0,1.0,fAulAsc52:0.359;fAulAsc2:0.143;fAulAsc14:0.141;fAulAsc126:0.127;fAulAsc47:0.070;fAulAsc16:0.044;fAulAsc86:0.034;fAulAsc11:0.019;fAulAsc33:0.014,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc172,0,fAulAsc11,False,,False,False,0.71675,0.1428571428571428,1.0,fAulAsc11:0.717;fAulAsc20:0.049;fAulAsc124:0.046;fAulAsc73:0.031;fAulAsc60:0.029;fAulAsc41:0.029;fAulAsc16:0.028;fAulAsc62:0.020;fAulAsc2:0.012,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc183,0,fAulAsc56,False,,False,False,0.41525,0.1428571428571428,0.9545454545454546,fAulAsc56:0.415;fAulAsc58:0.203;fAulAsc38:0.097;fAulAsc45:0.082;fAulAsc64:0.051;fAulAsc188:0.033;fAulAsc82:0.032;fAulAsc94:0.028;fAulAsc126:0.019,C_complete_working_hypothesis,one_observed_parent,0.99825,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc194,0,fAulAsc106,False,,False,False,0.17825,1.0,1.0,fAulAsc94:0.180;fAulAsc106:0.178;fAulAsc6:0.170;fAulAsc11:0.110;fAulAsc82:0.101;fAulAsc54:0.051;fAulAsc21:0.049;fAulAsc23:0.043;fAulAsc148:0.042;fAulAsc13:0.018;fAulAsc64:0.017,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc205,fAulAsc106,fAulAsc106,True,Tier_B_additional_identity,False,True,0.531,1.0,1.0,fAulAsc106:0.531;fAulAsc28:0.202;fAulAsc13:0.121;fAulAsc11:0.070;fAulAsc56:0.027,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc216,0,fAulAsc82,False,,False,False,0.46625,0.1428571428571428,0.9545454545454546,fAulAsc82:0.466;fAulAsc29:0.147;fAulAsc52:0.106;fAulAsc141:0.105;fAulAsc56:0.092;fAulAsc59:0.013;fAulAsc148:0.009;fAulAsc19:0.008;fAulAsc106:0.007,C_complete_working_hypothesis,one_observed_parent,0.99875,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc248,0,fAulAsc60,False,,False,False,0.4315,1.0,1.0,fAulAsc60:0.431;fAulAsc8:0.108;fAulAsc81:0.088;fAulAsc24:0.071;fAulAsc21:0.054;fAulAsc53:0.052;fAulAsc93:0.048;fAulAsc97:0.043;fAulAsc38:0.041;fAulAsc77:0.019,C_complete_working_hypothesis,one_observed_parent,0.99775,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc249,0,fAulAsc106,False,,False,False,0.449,1.0,1.0,fAulAsc106:0.449;fAulAsc10:0.231;fAulAsc94:0.062;fAulAsc54:0.061;fAulAsc30:0.044;fAulAsc21:0.034;fAulAsc17:0.026;fAulAsc13:0.025;fAulAsc9:0.023,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc250,0,fAulAsc102,False,,False,False,0.493,1.0,1.0,fAulAsc102:0.493;fAulAsc9:0.112;fAulAsc85:0.105;fAulAsc21:0.079;fAulAsc53:0.049;fAulAsc99:0.044;fAulAsc61:0.044;fAulAsc74:0.029,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc251,0,fAulAsc29,False,,False,False,0.359,0.1428571428571428,0.9090909090909092,fAulAsc29:0.359;fAulAsc1:0.141;fAulAsc97:0.124;fAulAsc60:0.114;fAulAsc22:0.095;fAulAsc130:0.059;fAulAsc71:0.047;fAulAsc23:0.015,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc245,fAulAsc102,fAulAsc102,True,Tier_B_additional_identity,False,True,0.673,1.0,1.0,fAulAsc102:0.673;fAulAsc26:0.148;fAulAsc32:0.083;fAulAsc137:0.041;fAulAsc6:0.030,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc246,fAulAsc106,fAulAsc106,True,Tier_B_additional_identity,False,True,0.84,1.0,1.0,fAulAsc106:0.840;fAulAsc11:0.082;fAulAsc126:0.028,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc247,0,fAulAsc81,False,,False,False,0.20275,0.2857142857142857,0.8636363636363636,fAulAsc79:0.232;fAulAsc81:0.203;fAulAsc141:0.106;fAulAsc91:0.084;fAulAsc142:0.083;fAulAsc9:0.062;fAulAsc56:0.045;fAulAsc27:0.042;fAulAsc101:0.036;fAulAsc29:0.028;fAulAsc97:0.025;fAulAsc1:0.010,C_complete_working_hypothesis,one_observed_parent,0.9945,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc252,0,fAulAsc29,False,,False,False,0.28475,0.1428571428571428,0.9090909090909092,fAulAsc29:0.285;fAulAsc10:0.209;fAulAsc71:0.190;fAulAsc107:0.061;fAulAsc28:0.042;fAulAsc34:0.038;fAulAsc99:0.026;fAulAsc38:0.026;fAulAsc97:0.025;fAulAsc129:0.023;fAulAsc82:0.017;fAulAsc17:0.016,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc262,fAulAsc102,fAulAsc102,True,Tier_B_additional_identity,False,True,0.666,1.0,1.0,fAulAsc102:0.666;fAulAsc26:0.154;fAulAsc52:0.048;fAulAsc100:0.035;fAulAsc125:0.023;fAulAsc138:0.021;fAulAsc90:0.010,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc265,0,fAulAsc10,False,,False,False,0.41825,0.1428571428571428,0.9545454545454546,fAulAsc10:0.418;fAulAsc60:0.166;fAulAsc56:0.108;fAulAsc23:0.073;fAulAsc86:0.066;fAulAsc82:0.048;fAulAsc58:0.042;fAulAsc64:0.024;fAulAsc21:0.009,C_complete_working_hypothesis,one_observed_parent,0.9995,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc268,fAulAsc52,fAulAsc52,True,Tier_B_additional_identity,False,True,0.54375,1.0,0.9545454545454546,fAulAsc52:0.544;fAulAsc6:0.193;fAulAsc2:0.079;fAulAsc25:0.071;fAulAsc100:0.069,B_observed_F2_parent,one_observed_parent,1.0,1.0,1.0,False,reported_observed_F2_father
fAulAsc271,0,fAulAsc122,False,,False,False,0.4235,1.0,1.0,fAulAsc122:0.423;fAulAsc28:0.197;fAulAsc94:0.117;fAulAsc128:0.046;fAulAsc19:0.038;fAulAsc138:0.037;fAulAsc24:0.034;fAulAsc123:0.033;fAulAsc59:0.024;fAulAsc13:0.014,C_complete_working_hypothesis,one_observed_parent,0.999,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc254,0,fAulAsc96,False,,False,False,0.374,0.1428571428571428,1.0,fAulAsc96:0.374;fAulAsc30:0.145;fAulAsc101:0.129;fAulAsc84:0.088;fAulAsc41:0.073;fAulAsc97:0.051;fAulAsc210:0.046;fAulAsc77:0.041;fAulAsc102:0.025,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc256,0,fAulAsc142,False,,False,False,0.15375,1.0,0.5454545454545454,fAulAsc91:0.273;fAulAsc142:0.154;fAulAsc62:0.106;fAulAsc32:0.093;fAulAsc123:0.085;fAulAsc52:0.080;fAulAsc125:0.032;fAulAsc29:0.032;fAulAsc53:0.026;fAulAsc100:0.023;fAulAsc107:0.020;fAulAsc86:0.019;fAulAsc24:0.013,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc258,0,fAulAsc9,False,,False,False,0.56375,0.1428571428571428,1.0,fAulAsc9:0.564;fAulAsc14:0.097;fAulAsc71:0.092;fAulAsc141:0.090;fAulAsc52:0.045;fAulAsc6:0.028;fAulAsc62:0.015;fAulAsc74:0.012;fAulAsc19:0.009,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc260,0,fAulAsc58,False,,False,False,0.4395,1.0,1.0,fAulAsc58:0.440;fAulAsc60:0.157;fAulAsc32:0.113;fAulAsc15:0.063;fAulAsc104:0.059;fAulAsc108:0.045;fAulAsc142:0.031;fAulAsc31:0.023;fAulAsc96:0.017;fAulAsc103:0.011,C_complete_working_hypothesis,one_observed_parent,1.0,1.0,1.0,False,observed_F2_father_identity_unresolved
fAulAsc263,0,fAulAsc58,False,,False,False,0.1515,1.0,0.9545454545454546,fAulAsc14:0.194;fAulAsc94:0.163;fAulAsc100:0.160;fAulAsc58:0.151;fAulAsc82:0.100;fAulAsc141:0.085;fAulAsc38:0.080;fAulAsc71:0.017;fAulAsc64:0.014,C_complete_working_hypothesis,one_observed_parent,0.99975,1.0,1.0,False,observed_F2_father_identity_unresolved
