ChildIndividualID,FatherIndividualID,MotherIndividualID,LeadingFather,LeadingMother,ReportedParentCount,FatherEdgeEvidenceClass,MotherEdgeEvidenceClass,TierAExactPair,TierBExactPair,PairInterpretation,PairBootstrapFraction,FatherBootstrapFraction,MotherBootstrapFraction,PairVariantFraction,PairLeaveOneChromosomeFraction,PairAlternatives95,EvidenceTier,ParentCountMAPState,DesignGuaranteeApplied,ForcedCompletionApplied
fAulAsc75,fAulAsc158,0,fAulAsc158,fAulAsc154,1,Tier_B_additional_identity,,False,False,one_supported_parent_identity,0.434,0.72125,0.69825,0.1428571428571428,0.7727272727272727,fAulAsc158+fAulAsc154:0.434;fAulAsc158+fAulAsc153:0.287;fAulAsc157+fAulAsc154:0.264,B_one_parent_identity,zero_parent,False,False
fAulAsc76,fAulAsc158,fAulAsc153,fAulAsc158,fAulAsc153,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.71025,0.8832500000000001,0.79525,1.0,1.0,fAulAsc158+fAulAsc153:0.710;fAulAsc158+fAulAsc154:0.173;fAulAsc157+fAulAsc153:0.085,B_exact_pair,zero_parent,False,False
fAulAsc77,0,0,fAulAsc158,fAulAsc154,0,,,False,False,observed_parent_identities_unresolved,0.46975,0.55675,0.5935,0.8571428571428571,0.7272727272727273,fAulAsc158+fAulAsc154:0.470;fAulAsc157+fAulAsc153:0.319;fAulAsc157+fAulAsc154:0.124;fAulAsc158+fAulAsc153:0.087,C_complete_working_hypothesis,zero_parent,False,False
fAulAsc78,fAulAsc150,fAulAsc154,fAulAsc150,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.68875,0.9175,0.70975,1.0,1.0,fAulAsc150+fAulAsc154:0.689;fAulAsc150+fAulAsc153:0.229;fAulAsc152+fAulAsc153:0.041,B_exact_pair,father_only,False,False
fAulAsc79,fAulAsc150,fAulAsc154,fAulAsc150,fAulAsc154,2,Tier_A_strict_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.856,0.9925,0.86225,1.0,1.0,fAulAsc150+fAulAsc154:0.856;fAulAsc150+fAulAsc153:0.137,B_exact_pair,father_only,False,False
fAulAsc80,fAulAsc157,fAulAsc154,fAulAsc157,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.50225,0.5117499999999999,0.712,1.0,0.9090909090909092,fAulAsc157+fAulAsc154:0.502;fAulAsc158+fAulAsc153:0.279;fAulAsc158+fAulAsc154:0.210,B_exact_pair,zero_parent,False,False
fAulAsc81,fAulAsc150,fAulAsc153,fAulAsc150,fAulAsc153,2,Tier_A_strict_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.6935,0.99425,0.69775,1.0,1.0,fAulAsc150+fAulAsc153:0.694;fAulAsc150+fAulAsc154:0.301,B_exact_pair,father_only,False,False
fAulAsc82,fAulAsc151,fAulAsc154,fAulAsc151,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.6535,0.88825,0.7057499999999999,1.0,1.0,fAulAsc151+fAulAsc154:0.653;fAulAsc151+fAulAsc153:0.235;fAulAsc150+fAulAsc153:0.059;fAulAsc156+fAulAsc154:0.026,B_exact_pair,father_only,False,False
fAulAsc83,fAulAsc158,0,fAulAsc158,fAulAsc153,1,Tier_B_additional_identity,,False,False,one_supported_parent_identity,0.63675,0.9275,0.683,0.5714285714285714,1.0,fAulAsc158+fAulAsc153:0.637;fAulAsc158+fAulAsc154:0.291;fAulAsc157+fAulAsc153:0.046,B_one_parent_identity,zero_parent,False,False
fAulAsc84,fAulAsc158,fAulAsc154,fAulAsc158,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.60975,0.68625,0.71675,1.0,1.0,fAulAsc158+fAulAsc154:0.610;fAulAsc157+fAulAsc153:0.206;fAulAsc157+fAulAsc154:0.107;fAulAsc158+fAulAsc153:0.076,B_exact_pair,zero_parent,False,False
fAulAsc85,fAulAsc150,fAulAsc154,fAulAsc150,fAulAsc154,2,Tier_A_strict_identity,Tier_A_strict_identity,True,True,Tier_A_exact_pair,1.0,1.0,1.0,1.0,1.0,fAulAsc150+fAulAsc154:1.000,A_exact_pair,father_only,False,False
fAulAsc86,fAulAsc150,fAulAsc154,fAulAsc150,fAulAsc154,2,Tier_A_strict_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.722,0.9875,0.7334999999999999,1.0,1.0,fAulAsc150+fAulAsc154:0.722;fAulAsc150+fAulAsc153:0.266,B_exact_pair,father_only,False,False
fAulAsc87,fAulAsc158,0,fAulAsc158,fAulAsc154,1,Tier_B_additional_identity,,False,False,one_supported_parent_identity,0.6175,0.74375,0.6717500000000001,0.1428571428571428,1.0,fAulAsc158+fAulAsc154:0.618;fAulAsc157+fAulAsc153:0.201;fAulAsc158+fAulAsc153:0.126;fAulAsc157+fAulAsc154:0.054,B_one_parent_identity,zero_parent,False,False
fAulAsc88,0,0,fAulAsc158,fAulAsc154,0,,,False,False,observed_parent_identities_unresolved,0.50475,0.7662500000000001,0.59475,0.2857142857142857,1.0,fAulAsc158+fAulAsc154:0.505;fAulAsc158+fAulAsc153:0.262;fAulAsc157+fAulAsc153:0.144;fAulAsc157+fAulAsc154:0.090,C_complete_working_hypothesis,father_only,False,False
fAulAsc89,fAulAsc158,fAulAsc154,fAulAsc158,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.58,0.8432499999999999,0.67425,1.0,1.0,fAulAsc158+fAulAsc154:0.580;fAulAsc158+fAulAsc153:0.263;fAulAsc157+fAulAsc154:0.092;fAulAsc157+fAulAsc153:0.062,B_exact_pair,zero_parent,False,False
fAulAsc90,fAulAsc158,fAulAsc154,fAulAsc158,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.51325,0.72375,0.7525,1.0,1.0,fAulAsc158+fAulAsc154:0.513;fAulAsc157+fAulAsc154:0.238;fAulAsc158+fAulAsc153:0.210,B_exact_pair,zero_parent,False,False
fAulAsc91,fAulAsc150,fAulAsc154,fAulAsc150,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.579,0.87725,0.63825,1.0,0.9545454545454546,fAulAsc150+fAulAsc154:0.579;fAulAsc150+fAulAsc153:0.298;fAulAsc151+fAulAsc153:0.063;fAulAsc155+fAulAsc154:0.055,B_exact_pair,zero_parent,False,False
fAulAsc92,fAulAsc158,0,fAulAsc158,fAulAsc153,1,Tier_B_additional_identity,,False,False,one_supported_parent_identity,0.4275,0.728,0.48275,1.0,0.7272727272727273,fAulAsc158+fAulAsc153:0.427;fAulAsc158+fAulAsc154:0.300;fAulAsc157+fAulAsc154:0.217;fAulAsc157+fAulAsc153:0.055,B_one_parent_identity,zero_parent,False,False
fAulAsc93,fAulAsc158,fAulAsc154,fAulAsc158,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,False,both_identities_reported_pair_ambiguous,0.482,0.8035,0.588,1.0,0.8636363636363636,fAulAsc158+fAulAsc154:0.482;fAulAsc158+fAulAsc153:0.322;fAulAsc157+fAulAsc154:0.104;fAulAsc157+fAulAsc153:0.089,B_both_parent_identities_pair_ambiguous,zero_parent,False,False
fAulAsc94,fAulAsc150,fAulAsc154,fAulAsc150,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.72625,0.942,0.78425,1.0,1.0,fAulAsc150+fAulAsc154:0.726;fAulAsc150+fAulAsc153:0.216;fAulAsc155+fAulAsc154:0.055,B_exact_pair,father_only,False,False
fAulAsc95,0,0,fAulAsc157,fAulAsc154,0,,,False,False,observed_parent_identities_unresolved,0.3365,0.5995,0.6345000000000001,0.1428571428571428,0.6818181818181818,fAulAsc157+fAulAsc154:0.337;fAulAsc158+fAulAsc154:0.297;fAulAsc157+fAulAsc153:0.263;fAulAsc158+fAulAsc153:0.098,C_complete_working_hypothesis,zero_parent,False,False
fAulAsc96,fAulAsc157,fAulAsc153,fAulAsc157,fAulAsc153,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.55625,0.7090000000000001,0.65575,1.0,1.0,fAulAsc157+fAulAsc153:0.556;fAulAsc158+fAulAsc154:0.192;fAulAsc157+fAulAsc154:0.153;fAulAsc158+fAulAsc153:0.100,B_exact_pair,zero_parent,False,False
fAulAsc97,0,fAulAsc154,fAulAsc157,fAulAsc154,1,,Tier_B_additional_identity,False,False,one_supported_parent_identity,0.3865,0.57475,0.804,0.1428571428571428,0.5454545454545454,fAulAsc158+fAulAsc154:0.417;fAulAsc157+fAulAsc154:0.387;fAulAsc157+fAulAsc153:0.188,B_one_parent_identity,zero_parent,False,False
fAulAsc98,fAulAsc158,fAulAsc154,fAulAsc158,fAulAsc154,2,Tier_B_additional_identity,Tier_A_strict_identity,False,True,Tier_B_or_better_exact_pair,0.8605,0.879,0.967,1.0,1.0,fAulAsc158+fAulAsc154:0.861;fAulAsc157+fAulAsc154:0.106,B_exact_pair,zero_parent,False,False
fAulAsc99,fAulAsc151,fAulAsc154,fAulAsc151,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.66625,0.669,0.92025,1.0,1.0,fAulAsc151+fAulAsc154:0.666;fAulAsc152+fAulAsc154:0.225;fAulAsc150+fAulAsc153:0.073,B_exact_pair,zero_parent,False,False
fAulAsc100,0,fAulAsc154,fAulAsc157,fAulAsc154,1,,Tier_B_additional_identity,False,False,one_supported_parent_identity,0.5495,0.583,0.82325,0.1428571428571428,0.9090909090909092,fAulAsc157+fAulAsc154:0.549;fAulAsc158+fAulAsc154:0.274;fAulAsc158+fAulAsc153:0.141,B_one_parent_identity,zero_parent,False,False
fAulAsc101,fAulAsc157,fAulAsc154,fAulAsc157,fAulAsc154,2,Tier_B_additional_identity,Tier_A_strict_identity,False,True,Tier_B_or_better_exact_pair,0.6225,0.629,0.9705,1.0,1.0,fAulAsc157+fAulAsc154:0.623;fAulAsc158+fAulAsc154:0.348,B_exact_pair,zero_parent,False,False
fAulAsc102,fAulAsc158,fAulAsc154,fAulAsc158,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.639,0.7095,0.89425,1.0,1.0,fAulAsc158+fAulAsc154:0.639;fAulAsc157+fAulAsc154:0.255;fAulAsc158+fAulAsc153:0.070,B_exact_pair,zero_parent,False,False
fAulAsc103,0,fAulAsc154,fAulAsc157,fAulAsc154,1,,Tier_A_strict_identity,False,False,one_supported_parent_identity,0.49575,0.501,0.95325,0.8571428571428571,0.5909090909090909,fAulAsc157+fAulAsc154:0.496;fAulAsc158+fAulAsc154:0.457,A_one_parent_identity,zero_parent,False,False
fAulAsc104,fAulAsc157,fAulAsc154,fAulAsc157,fAulAsc154,2,Tier_B_additional_identity,Tier_A_strict_identity,False,True,Tier_B_or_better_exact_pair,0.855,0.874,0.961,1.0,1.0,fAulAsc157+fAulAsc154:0.855;fAulAsc158+fAulAsc154:0.106,B_exact_pair,zero_parent,False,False
fAulAsc105,0,0,fAulAsc158,fAulAsc153,0,,,False,False,observed_parent_identities_unresolved,0.5365,0.67225,0.565,0.2857142857142857,0.9545454545454546,fAulAsc158+fAulAsc153:0.536;fAulAsc157+fAulAsc154:0.298;fAulAsc158+fAulAsc154:0.136,C_complete_working_hypothesis,zero_parent,False,False
fAulAsc106,fAulAsc157,fAulAsc154,fAulAsc157,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.7235,0.74575,0.8714999999999999,1.0,1.0,fAulAsc157+fAulAsc154:0.724;fAulAsc158+fAulAsc154:0.148;fAulAsc158+fAulAsc153:0.106,B_exact_pair,zero_parent,False,False
fAulAsc107,fAulAsc150,fAulAsc153,fAulAsc150,fAulAsc153,2,Tier_A_strict_identity,Tier_A_strict_identity,True,True,Tier_A_exact_pair,1.0,1.0,1.0,1.0,1.0,fAulAsc150+fAulAsc153:1.000,A_exact_pair,two_parent,False,False
fAulAsc108,fAulAsc158,fAulAsc154,fAulAsc158,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.5935,0.83625,0.74925,1.0,1.0,fAulAsc158+fAulAsc154:0.594;fAulAsc158+fAulAsc153:0.243;fAulAsc157+fAulAsc154:0.156,B_exact_pair,father_only,False,False
fAulAsc122,fAulAsc157,0,fAulAsc157,fAulAsc154,1,Tier_B_additional_identity,,False,False,one_supported_parent_identity,0.49375,0.92575,0.5627500000000001,0.1428571428571428,0.6363636363636364,fAulAsc157+fAulAsc154:0.494;fAulAsc157+fAulAsc153:0.432;fAulAsc158+fAulAsc154:0.069,B_one_parent_identity,father_only,False,False
fAulAsc123,fAulAsc150,fAulAsc154,fAulAsc150,fAulAsc154,2,Tier_A_strict_identity,Tier_A_strict_identity,False,True,Tier_B_or_better_exact_pair,0.92925,0.97525,0.954,1.0,1.0,fAulAsc150+fAulAsc154:0.929;fAulAsc150+fAulAsc153:0.046,B_exact_pair,father_only,False,False
fAulAsc124,fAulAsc158,fAulAsc154,fAulAsc158,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.7995,0.8694999999999999,0.877,1.0,1.0,fAulAsc158+fAulAsc154:0.799;fAulAsc157+fAulAsc154:0.077;fAulAsc158+fAulAsc153:0.070;fAulAsc157+fAulAsc153:0.051,B_exact_pair,zero_parent,False,False
fAulAsc125,fAulAsc157,fAulAsc154,fAulAsc157,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.764,0.77775,0.914,1.0,1.0,fAulAsc157+fAulAsc154:0.764;fAulAsc158+fAulAsc154:0.150;fAulAsc158+fAulAsc153:0.072,B_exact_pair,zero_parent,False,False
fAulAsc126,fAulAsc158,fAulAsc154,fAulAsc158,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.648,0.92375,0.69325,1.0,1.0,fAulAsc158+fAulAsc154:0.648;fAulAsc158+fAulAsc153:0.276;fAulAsc157+fAulAsc154:0.045,B_exact_pair,zero_parent,False,False
fAulAsc127,0,0,fAulAsc158,fAulAsc153,0,,,False,False,observed_parent_identities_unresolved,0.572,0.6164999999999999,0.5754999999999999,1.0,0.7727272727272727,fAulAsc158+fAulAsc153:0.572;fAulAsc157+fAulAsc154:0.380,C_complete_working_hypothesis,zero_parent,False,False
fAulAsc128,fAulAsc150,fAulAsc154,fAulAsc150,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.7565,0.88225,0.81875,1.0,1.0,fAulAsc150+fAulAsc154:0.756;fAulAsc150+fAulAsc153:0.126;fAulAsc151+fAulAsc154:0.062;fAulAsc152+fAulAsc153:0.033,B_exact_pair,father_only,False,False
fAulAsc129,fAulAsc158,fAulAsc154,fAulAsc158,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,False,both_identities_reported_pair_ambiguous,0.48825,0.64875,0.80825,1.0,0.8181818181818182,fAulAsc158+fAulAsc154:0.488;fAulAsc157+fAulAsc154:0.320;fAulAsc158+fAulAsc153:0.161,B_both_parent_identities_pair_ambiguous,zero_parent,False,False
fAulAsc130,fAulAsc158,fAulAsc153,fAulAsc158,fAulAsc153,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.6065,0.8532500000000001,0.607,1.0,1.0,fAulAsc158+fAulAsc153:0.607;fAulAsc158+fAulAsc154:0.247;fAulAsc157+fAulAsc154:0.146,B_exact_pair,zero_parent,False,False
fAulAsc131,0,0,fAulAsc158,fAulAsc153,0,,,False,False,observed_parent_identities_unresolved,0.4405,0.6445,0.55975,0.1428571428571428,0.9090909090909092,fAulAsc158+fAulAsc153:0.441;fAulAsc157+fAulAsc154:0.234;fAulAsc158+fAulAsc154:0.204;fAulAsc157+fAulAsc153:0.117,C_complete_working_hypothesis,zero_parent,False,False
fAulAsc132,fAulAsc158,fAulAsc154,fAulAsc158,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.72375,0.89475,0.72975,1.0,1.0,fAulAsc158+fAulAsc154:0.724;fAulAsc158+fAulAsc153:0.171;fAulAsc157+fAulAsc153:0.099,B_exact_pair,father_only,False,False
fAulAsc133,fAulAsc150,fAulAsc154,fAulAsc150,fAulAsc154,2,Tier_A_strict_identity,Tier_A_strict_identity,True,True,Tier_A_exact_pair,0.98575,0.994,0.99125,1.0,1.0,fAulAsc150+fAulAsc154:0.986,A_exact_pair,father_only,False,False
fAulAsc134,fAulAsc158,fAulAsc154,fAulAsc158,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.703,0.74325,0.70475,1.0,1.0,fAulAsc158+fAulAsc154:0.703;fAulAsc157+fAulAsc153:0.255,B_exact_pair,zero_parent,False,False
fAulAsc135,fAulAsc158,fAulAsc154,fAulAsc158,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.61625,0.825,0.73725,1.0,1.0,fAulAsc158+fAulAsc154:0.616;fAulAsc158+fAulAsc153:0.209;fAulAsc157+fAulAsc154:0.121;fAulAsc157+fAulAsc153:0.054,B_exact_pair,zero_parent,False,False
fAulAsc136,0,fAulAsc154,fAulAsc157,fAulAsc154,1,,Tier_B_additional_identity,False,False,one_supported_parent_identity,0.4985,0.4987499999999999,0.92125,0.2857142857142857,0.6363636363636364,fAulAsc157+fAulAsc154:0.498;fAulAsc158+fAulAsc154:0.423;fAulAsc158+fAulAsc153:0.078,B_one_parent_identity,zero_parent,False,False
fAulAsc137,fAulAsc158,fAulAsc154,fAulAsc158,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.78675,0.845,0.8859999999999999,1.0,1.0,fAulAsc158+fAulAsc154:0.787;fAulAsc157+fAulAsc154:0.099;fAulAsc158+fAulAsc153:0.058;fAulAsc157+fAulAsc153:0.056,B_exact_pair,zero_parent,False,False
fAulAsc138,0,fAulAsc154,fAulAsc157,fAulAsc154,1,,Tier_A_strict_identity,False,False,one_supported_parent_identity,0.661,0.662,0.97025,0.1428571428571428,1.0,fAulAsc157+fAulAsc154:0.661;fAulAsc158+fAulAsc154:0.309,A_one_parent_identity,zero_parent,False,False
fAulAsc139,fAulAsc158,fAulAsc154,fAulAsc158,fAulAsc154,2,Tier_B_additional_identity,Tier_A_strict_identity,False,True,Tier_B_or_better_exact_pair,0.92075,0.94725,0.9735,1.0,1.0,fAulAsc158+fAulAsc154:0.921;fAulAsc157+fAulAsc154:0.053,B_exact_pair,zero_parent,False,False
fAulAsc140,fAulAsc158,0,fAulAsc158,fAulAsc154,1,Tier_B_additional_identity,,False,False,one_supported_parent_identity,0.407,0.69775,0.6575,0.1428571428571428,0.7272727272727273,fAulAsc158+fAulAsc154:0.407;fAulAsc158+fAulAsc153:0.291;fAulAsc157+fAulAsc154:0.251;fAulAsc157+fAulAsc153:0.052,B_one_parent_identity,zero_parent,False,False
fAulAsc141,fAulAsc150,fAulAsc153,fAulAsc150,fAulAsc153,2,Tier_A_strict_identity,Tier_A_strict_identity,True,True,Tier_A_exact_pair,1.0,1.0,1.0,1.0,1.0,fAulAsc150+fAulAsc153:1.000,A_exact_pair,two_parent,False,False
fAulAsc142,fAulAsc158,0,fAulAsc158,fAulAsc153,1,Tier_B_additional_identity,,False,False,one_supported_parent_identity,0.42975,0.7855000000000001,0.431,1.0,0.7272727272727273,fAulAsc158+fAulAsc153:0.430;fAulAsc158+fAulAsc154:0.356;fAulAsc157+fAulAsc154:0.211,B_one_parent_identity,zero_parent,False,False
fAulAsc147,fAulAsc150,0,fAulAsc150,fAulAsc153,1,Tier_B_additional_identity,,False,False,one_supported_parent_identity,0.506,0.93875,0.513,1.0,0.7727272727272727,fAulAsc150+fAulAsc153:0.506;fAulAsc150+fAulAsc154:0.433;fAulAsc155+fAulAsc154:0.054,B_one_parent_identity,zero_parent,False,False
fAulAsc148,fAulAsc150,fAulAsc153,fAulAsc150,fAulAsc153,2,Tier_A_strict_identity,Tier_A_strict_identity,True,True,Tier_A_exact_pair,1.0,1.0,1.0,1.0,1.0,fAulAsc150+fAulAsc153:1.000,A_exact_pair,two_parent,False,False
fAulAsc149,fAulAsc150,fAulAsc154,fAulAsc150,fAulAsc154,2,Tier_A_strict_identity,Tier_A_strict_identity,True,True,Tier_A_exact_pair,1.0,1.0,1.0,1.0,1.0,fAulAsc150+fAulAsc154:1.000,A_exact_pair,two_parent,False,False
fAulAsc177,0,fAulAsc154,fAulAsc157,fAulAsc154,1,,Tier_B_additional_identity,False,False,one_supported_parent_identity,0.46025,0.46025,0.871,0.1428571428571428,0.5,fAulAsc157+fAulAsc154:0.460;fAulAsc158+fAulAsc154:0.411;fAulAsc158+fAulAsc153:0.129,B_one_parent_identity,zero_parent,False,False
fAulAsc188,fAulAsc158,fAulAsc153,fAulAsc158,fAulAsc153,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.56475,0.83925,0.7244999999999999,1.0,1.0,fAulAsc158+fAulAsc153:0.565;fAulAsc158+fAulAsc154:0.275;fAulAsc157+fAulAsc153:0.149,B_exact_pair,zero_parent,False,False
fAulAsc199,0,0,fAulAsc157,fAulAsc153,0,,,False,False,observed_parent_identities_unresolved,0.3615,0.4735,0.531,1.0,0.5,fAulAsc157+fAulAsc153:0.361;fAulAsc158+fAulAsc154:0.357;fAulAsc158+fAulAsc153:0.170;fAulAsc157+fAulAsc154:0.112,C_complete_working_hypothesis,zero_parent,False,False
fAulAsc210,fAulAsc158,fAulAsc154,fAulAsc158,fAulAsc154,2,Tier_B_additional_identity,Tier_B_additional_identity,False,True,Tier_B_or_better_exact_pair,0.596,0.60625,0.9095,1.0,0.8636363636363636,fAulAsc158+fAulAsc154:0.596;fAulAsc157+fAulAsc154:0.314;fAulAsc157+fAulAsc153:0.080,B_exact_pair,zero_parent,False,False
