Sample_Index,Generation,Approx_Position,Sample_ID
37,F2,13322699.265751716,F2_27
38,F2,7996655.747348721,F2_28
38,F2,8101676.323767935,F2_28
38,F2,8386732.174048658,F2_28
39,F3,4605991.422956956,F2_29
39,F3,11747390.619463505,F2_29
39,F3,12782593.444167186,F2_29
40,F3,14477925.60636307,F2_30
40,F3,17508519.383031815,F2_30
41,F2,1455374.1303805364,F2_31
42,F3,17508519.383031815,F2_32
43,F3,10007049.638802245,F2_33
43,F3,17463510.564566437,F2_33
43,F3,18408695.752339363,F2_33
44,F3,180124.27386150966,F2_34
44,F3,9481946.756706176,F2_34
44,F3,10892223.068621334,F2_34
44,F3,11597361.224578913,F2_34
44,F3,11642370.043044291,F2_34
44,F3,11657372.98253275,F2_34
44,F3,12992634.597005613,F2_34
44,F3,13442722.781659387,F2_34
44,F3,17508519.383031815,F2_34
44,F3,22774551.14348097,F2_34
44,F3,23344662.84404242,F2_34
45,F2,4635997.301933873,F2_35
45,F2,18423698.691827822,F2_35
45,F2,21019207.223331254,F2_35
46,F2,420171.30567685585,F2_36
46,F2,2355550.4996880847,F2_36
46,F2,23839759.847161572,F2_36
48,F3,8101676.323767935,F2_38
48,F3,8386732.174048658,F2_38
48,F3,11312305.37429819,F2_38
48,F3,11612364.164067373,F2_38
48,F3,12527543.47286338,F2_38
48,F3,16758372.408608858,F2_38
48,F3,17748566.41484716,F2_38
48,F3,21334268.952588893,F2_38
48,F3,23284651.086088583,F2_38
49,F2,1155315.3406113537,F2_39
49,F2,5161100.184029943,F2_39
50,F2,2310541.6812227075,F2_40
50,F2,9481946.756706176,F2_40
50,F2,10892223.068621334,F2_40
50,F2,11597361.224578913,F2_40
50,F2,11642370.043044291,F2_40
50,F2,11657372.98253275,F2_40
50,F2,12992634.597005613,F2_40
50,F2,13442722.781659387,F2_40
51,F3,120112.5159076731,F2_41
51,F3,1155315.3406113537,F2_41
51,F3,5161100.184029943,F2_41
51,F3,17508519.383031815,F2_41
52,F3,6931447.043668122,F2_42
52,F3,17508519.383031815,F2_42
52,F3,18723757.481597006,F2_42
53,F2,360159.5477230193,F2_43
53,F2,2670612.2289457265,F2_43
53,F2,18453704.57080474,F2_43
53,F2,21454292.46849657,F2_43
54,F2,4500970.846537742,F2_44
54,F2,4831035.515283843,F2_44
54,F2,18453704.57080474,F2_44
54,F2,21439289.52900811,F2_44
55,F2,7411541.107298815,F2_45
55,F2,18723757.481597006,F2_45
55,F2,21904380.653150342,F2_45
55,F2,22159430.624454148,F2_45
56,F2,9481946.756706176,F2_46
56,F2,10892223.068621334,F2_46
56,F2,11597361.224578913,F2_46
56,F2,11642370.043044291,F2_46
56,F2,11657372.98253275,F2_46
56,F2,12992634.597005613,F2_46
56,F2,13442722.781659387,F2_46
57,F1,2040488.7704304429,F2_47
58,F3,12527543.47286338,F2_48
58,F3,16698360.650655022,F2_48
58,F3,18723757.481597006,F2_48
59,F2,10007049.638802245,F2_49
59,F2,16143251.889582032,F2_49
59,F2,18423698.691827822,F2_49
59,F2,18723757.481597006,F2_49
59,F2,18768766.30006238,F2_49
59,F2,20374080.82532751,F2_49
59,F2,22819559.96194635,F2_49
60,F2,8101676.323767935,F2_50
60,F2,8386732.174048658,F2_50
60,F2,11012246.584529007,F2_50
60,F2,12992634.597005613,F2_50
60,F2,16758372.408608858,F2_50
60,F2,17748566.41484716,F2_50
61,F3,180124.27386150966,F2_51
61,F3,10007049.638802245,F2_51
61,F3,15918207.797255145,F2_51
61,F3,19713951.487835307,F2_51
62,F2,10007049.638802245,F2_52
62,F2,18453704.57080474,F2_52
62,F2,22324462.958827198,F2_52
63,F2,10007049.638802245,F2_53
63,F2,18303675.175920147,F2_53
64,F3,4440959.088583905,F2_54
64,F3,18723757.481597006,F2_54
65,F2,8101676.323767935,F2_55
65,F2,8386732.174048658,F2_55
65,F2,9977043.759825327,F2_55
66,F2,18408695.752339363,F2_56
67,F2,8101676.323767935,F2_57
67,F2,8386732.174048658,F2_57
67,F2,18453704.57080474,F2_57
67,F2,18513716.328758575,F2_57
68,F2,18453704.57080474,F2_58
68,F2,22324462.958827198,F2_58
69,F3,2745626.9263880225,F2_59
69,F3,4440959.088583905,F2_59
69,F3,11537349.466625078,F2_59
69,F3,11612364.164067373,F2_59
69,F3,14237878.574547723,F2_59
69,F3,14297890.332501559,F2_59
69,F3,14973022.60948222,F2_59
70,F2,1965474.0729881471,F2_60
70,F2,12527543.47286338,F2_60
70,F2,16758372.408608858,F2_60
70,F2,17748566.41484716,F2_60
71,F3,1755432.920149719,F2_61
71,F3,6706402.951341235,F2_61
71,F3,8356726.29507174,F2_61
72,F3,6856432.346225826,F2_62
72,F3,15828190.160324391,F2_62
73,F3,4170906.1777916406,F2_63
73,F3,4440959.088583905,F2_63
73,F3,10007049.638802245,F2_63
73,F3,18213657.538989395,F2_63
73,F3,18723757.481597006,F2_63
73,F3,23119618.751715533,F2_63
74,F3,7381535.228321896,F2_64
74,F3,10007049.638802245,F2_64
74,F3,10307108.428571427,F2_64
74,F3,17508519.383031815,F2_64
74,F3,23989789.242046162,F2_64
